client_id,days_since_prev,contacts_before,outcome_id
27681,179,3,2
27685,176,4,2
27689,113,2,1
27694,179,3,1
27696,29,4,3
27705,136,1,1
27712,119,8,1
27730,268,1,1
27731,268,2,1
27740,169,3,1
27741,247,2,1
27743,253,5,2
27753,247,2,3
27754,226,1,3
27756,167,2,1
27758,244,1,2
27759,239,2,1
27760,244,1,2
27774,196,2,1
27779,245,1,1
27781,245,2,1
27787,204,1,2
27790,197,4,1
27792,231,1,1
27793,182,8,1
27795,238,2,1
27797,258,1,2
27802,204,1,1
27814,230,1,1
27815,254,3,1
27819,265,4,1
27825,177,2,1
27831,189,1,1
27838,245,2,1
27840,196,1,1
27856,184,8,1
27865,204,2,1
27866,71,1,1
27871,223,9,2
27875,265,2,1
27887,189,1,1
27888,183,2,1
27889,246,4,1
27892,181,5,1
27895,183,6,3
27898,184,4,1
27903,197,2,1
27904,190,2,1
27905,182,5,1
27909,154,16,1
27910,268,2,1
27916,198,3,1
27929,163,5,2
27936,191,1,1
27943,189,1,2
27959,153,3,1
27961,223,1,1
27968,181,5,1
27971,176,2,1
27975,184,7,3
27977,250,1,2
27978,177,1,1
27983,154,6,1
27985,266,1,2
27986,153,12,1
28003,240,1,2
28008,204,1,1
28010,268,1,2
28016,181,6,1
28025,184,2,1
28027,258,2,1
28030,184,15,2
28032,156,8,2
28035,205,3,1
28042,187,1,2
28045,247,3,1
28049,191,1,1
28063,205,1,1
28064,160,13,1
28073,268,2,2
28088,258,3,2
28100,183,4,1
28107,254,2,1
28125,223,5,1
28126,170,4,1
28128,246,1,2
28131,266,2,1
28133,245,2,1
28137,185,13,2
28138,266,2,1
28140,247,2,1
28141,185,7,1
28142,240,1,2
28143,239,1,2
28146,247,2,1
28150,261,2,1
28151,259,3,1
28153,241,1,1
28154,189,3,1
28159,260,2,1
28161,234,2,1
28163,197,1,1
28166,197,1,1
28167,261,6,1
28168,198,1,1
28171,253,1,1
28173,266,1,1
28174,226,3,1
28178,192,1,1
28179,184,4,2
28180,245,2,1
28183,171,5,1
28184,188,2,1
28185,182,8,2
28186,259,9,1
28187,258,8,1
28188,196,1,1
28189,168,4,1
28192,223,27,1
28194,188,1,1
28196,260,4,1
28197,195,5,2
28199,164,4,2
28206,244,2,1
28208,245,2,2
28215,239,1,2
28218,266,1,1
28220,195,3,1
28222,247,1,1
28223,251,2,1
28224,183,3,1
28225,261,1,1
28227,225,2,3
28229,261,2,1
28232,183,10,2
28233,161,2,1
28237,241,1,1
28239,247,2,1
28241,258,2,1
28247,195,1,2
28250,199,6,1
28251,195,2,1
28256,237,2,2
28261,237,17,2
28262,244,1,1
28263,245,1,1
28264,253,1,1
28266,262,3,1
28268,195,1,1
28272,265,1,1
28280,192,3,2
28282,251,6,1
28283,185,5,1
28287,248,2,2
28289,259,2,1
28290,245,1,1
28295,244,2,1
28306,163,4,1
28307,241,4,1
28309,247,1,1
28311,205,2,2
28313,265,1,1
28316,254,3,1
28318,241,1,1
28322,254,3,1
28323,185,5,2
28325,265,2,1
28326,258,1,1
28335,246,1,1
28336,192,1,1
28343,240,1,1
28345,255,2,2
28346,247,1,1
28348,188,4,1
28349,220,2,3
28350,265,1,1
28352,197,13,2
28360,244,3,1
28364,262,3,1
28367,262,1,1
28370,259,4,1
28372,227,3,1
28374,245,3,1
28377,262,2,1
28380,188,1,2
28385,182,9,2
28386,245,6,1
28387,182,23,2
28392,184,7,1
28394,191,1,1
28396,226,2,1
28403,251,7,2
28408,188,5,1
28409,261,3,1
28412,185,3,1
28413,259,2,1
28414,259,5,1
28415,261,2,1
28416,248,6,2
28419,240,2,1
28421,206,7,2
28422,261,2,1
28429,247,1,1
28431,247,2,1
28432,261,1,1
28435,223,3,1
28436,244,4,1
28456,265,2,1
28476,246,5,1
28478,196,1,1
28480,205,2,1
28481,247,1,1
28489,245,4,1
28490,265,1,1
28491,196,1,1
28495,266,2,1
28497,192,2,2
28498,154,7,1
28499,248,38,1
28500,161,2,1
28501,247,2,1
28503,262,3,1
28505,247,1,1
28508,253,2,1
28509,226,7,1
28510,205,2,1
28518,251,5,1
28520,160,2,1
28523,227,1,1
28528,183,11,1
28530,184,5,1
28531,247,2,1
28534,185,8,1
28536,246,1,1
28537,196,2,1
28545,240,8,2
28546,259,3,3
28548,258,1,2
28551,234,5,1
28555,245,3,1
28556,223,5,1
28559,162,4,1
28562,224,1,2
28564,245,3,1
28566,261,1,2
28567,192,3,1
28575,197,1,1
28577,160,2,2
28578,205,2,3
28579,255,2,2
28585,182,29,1
28590,224,18,2
28592,182,24,2
28593,244,5,1
28597,255,1,2
28601,255,1,2
28603,258,1,2
28604,266,1,1
28607,206,6,2
28612,246,2,1
28615,227,2,1
28618,238,8,2
28620,254,3,1
28621,164,4,2
28622,246,1,1
28623,188,9,1
28624,246,1,1
28625,239,1,1
28629,260,2,1
28631,195,7,1
28635,265,4,1
28638,262,5,1
28640,254,1,1
28641,258,3,1
28643,247,2,1
28646,192,3,3
28648,206,1,2
28652,183,25,2
28655,196,1,2
28657,190,2,1
28660,192,3,2
28664,158,7,2
28667,259,1,1
28671,266,2,1
28675,254,1,1
28676,249,2,2
28679,235,1,2
28680,189,1,1
28683,241,1,2
28688,240,2,1
28700,228,1,1
28702,259,7,1
28704,248,1,1
28707,205,3,1
28708,262,2,1
28709,189,2,1
28710,260,1,1
28713,248,1,1
28714,191,1,2
28719,259,1,1
28722,247,1,1
28726,241,1,2
28728,197,1,2
28730,263,3,1
28737,248,2,1
28739,2,2,2
28740,2,2,2
28745,2,1,2
28746,205,1,1
28747,2,5,2
28748,2,2,2
28755,2,1,2
28756,2,3,2
28759,270,2,1
28760,189,1,1
28761,2,1,2
28762,2,1,2
28763,2,5,2
28766,2,1,2
28768,270,2,1
28769,206,2,2
28771,196,2,2
28772,2,3,2
28773,2,4,2
28774,2,6,2
28776,232,3,2
28780,2,3,2
28781,248,2,1
28782,2,1,2
28784,191,4,1
28787,2,1,2
28792,2,3,2
28802,252,1,1
28812,266,2,1
28813,241,1,1
28815,207,1,1
28818,2,1,2
28820,2,3,2
28821,2,2,2
28823,197,2,1
28825,248,2,1
28826,172,1,1
28828,252,1,1
28833,2,5,2
28834,2,1,2
28836,200,4,1
28838,270,1,2
28840,228,14,2
28842,252,1,1
28843,262,1,2
28845,197,2,2
28849,2,17,2
28851,2,1,2
28852,169,2,2
28856,2,2,2
28860,266,1,1
28862,252,1,2
28866,269,3,1
28869,2,3,2
28870,232,1,1
28872,239,3,1
28874,270,2,1
28875,263,3,1
28877,2,1,2
28880,233,8,2
28886,235,2,1
28887,256,51,1
28890,245,3,1
28891,228,4,2
28894,2,7,2
28895,2,1,2
28897,256,3,2
28900,2,2,2
28901,2,2,2
28903,2,1,2
28904,2,1,2
28908,174,4,1
28917,5,2,2
28926,273,1,1
28927,272,2,1
28930,259,2,1
28932,242,2,1
28937,264,3,1
28940,180,3,1
28944,273,1,1
28949,245,4,1
28957,208,1,1
28963,263,3,2
28964,214,2,1
28967,5,2,2
28968,222,2,1
28971,271,2,2
28974,272,1,1
28976,249,2,1
28977,255,2,1
28980,206,2,1
28983,208,1,1
28984,193,3,1
28988,203,3,1
28989,221,1,1
28992,242,2,1
28993,208,1,2
28995,272,1,1
28999,249,2,1
29001,5,1,1
29002,199,2,1
29006,271,4,1
29010,5,1,2
29013,207,1,1
29017,273,1,1
29030,265,4,2
29032,241,3,1
29033,206,2,1
29034,250,1,1
29038,235,1,1
29039,202,4,1
29040,269,1,3
29041,216,2,1
29044,252,1,1
29045,249,2,2
29046,252,2,1
29047,201,2,3
29048,186,3,1
29051,266,7,1
29053,258,1,1
29054,175,2,1
29059,257,2,1
29061,258,2,1
29062,229,5,2
29066,252,2,1
29067,214,1,1
29068,269,1,1
29070,271,1,1
29072,208,1,1
29073,272,1,1
29074,210,3,3
29076,188,3,1
29077,271,2,1
29079,195,5,2
29081,264,2,1
29082,161,5,2
29086,252,1,1
29090,262,3,2
29093,262,1,1
29094,5,3,2
29095,241,2,2
29096,266,4,1
29097,217,2,1
29100,188,4,1
29104,271,1,1
29115,264,1,1
29116,270,2,1
29117,195,3,1
29133,206,2,2
29135,75,1,1
29136,206,1,1
29137,199,1,1
29144,250,2,1
29147,252,2,2
29151,258,1,1
29154,208,1,1
29155,179,3,1
29157,266,1,1
29160,264,10,2
29169,216,1,2
29170,258,2,1
29173,258,1,2
29175,252,1,2
29177,269,2,2
29179,196,2,1
29181,264,4,1
29182,252,1,1
29183,262,275,2
29184,178,4,3
29185,265,3,1
29188,271,1,1
29189,213,1,1
29195,208,1,3
29197,189,4,1
29207,193,2,2
29212,193,2,2
29219,189,4,1
29223,263,3,2
29228,271,2,1
29231,265,3,2
29235,264,1,2
29237,264,2,1
29248,187,2,1
29256,263,1,1
29257,187,3,1
29259,272,1,1
29261,269,2,1
29263,269,3,1
29265,195,4,1
29269,75,1,1
29276,272,1,1
29277,189,2,1
29279,217,4,1
29280,238,9,2
29282,241,3,2
29285,257,2,2
29286,230,2,1
29289,73,1,1
29290,207,1,2
29291,175,2,1
29293,76,4,1
29301,227,14,1
29304,200,7,2
29305,272,2,1
29311,76,4,1
29312,263,1,1
29313,242,3,1
29316,264,2,1
29321,73,2,3
29322,187,2,1
29324,258,1,2
29334,252,1,1
29342,207,1,2
29347,272,1,1
29352,5,5,2
29353,244,1,1
29354,5,2,2
29355,5,1,2
29356,228,1,2
29361,201,1,2
29363,5,1,2
29366,250,1,1
29370,208,1,1
29373,245,8,1
29374,271,1,1
29375,208,1,1
29377,269,2,1
29385,245,1,2
29388,271,2,2
29389,244,13,1
29395,187,2,1
29396,271,1,1
29398,174,4,2
29399,269,3,2
29401,208,1,1
29402,73,1,2
29403,5,3,2
29405,252,3,2
29406,262,2,1
29410,259,1,1
29412,203,5,1
29413,231,1,1
29415,221,4,1
29417,267,1,2
29420,259,1,1
29421,271,2,1
29425,265,5,2
29437,211,3,1
29441,264,4,2
29442,263,5,3
29443,222,3,2
29445,272,1,1
29446,265,3,1
29447,202,9,1
29451,195,8,2
29457,215,1,1
29458,253,1,1
29460,265,2,1
29461,271,2,1
29466,190,6,1
29471,271,4,1
29476,190,3,1
29477,273,1,1
29478,265,1,2
29479,270,2,1
29480,256,1,1
29482,250,23,1
29495,173,3,1
29506,195,4,1
29507,201,1,1
29511,160,5,2
29520,252,4,1
29532,77,2,1
29533,270,1,1
29535,272,1,1
29536,236,2,1
29538,270,5,1
29542,196,2,2
29546,264,4,1
29549,180,2,1
29557,201,7,2
29558,267,4,1
29565,256,1,1
29568,201,6,1
29571,251,4,2
29575,256,1,1
29589,197,1,1
29590,159,14,1
29595,271,2,1
29602,251,3,1
29603,82,1,1
29605,249,1,1
29614,90,1,3
29617,270,2,2
29618,214,1,1
29621,271,4,1
29623,196,6,1
29626,6,1,2
29631,271,2,3
29632,201,2,1
29636,6,13,2
29638,211,5,1
29640,200,10,2
29644,271,5,1
29649,253,2,2
29653,263,2,1
29661,209,1,1
29662,265,2,1
29664,161,5,2
29665,6,3,2
29667,6,3,2
29668,264,9,1
29671,188,4,1
29672,202,7,2
29673,270,2,1
29675,244,6,1
29677,264,2,2
29678,6,6,2
29679,187,11,2
29680,252,3,1
29683,211,3,2
29685,187,5,2
29688,204,4,1
29690,252,4,1
29693,215,1,2
29694,267,6,1
29696,252,1,2
29698,209,1,1
29700,270,3,2
29702,6,3,2
29706,251,2,1
29708,251,4,1
