client_id,channel_id,contact_day,contact_month,duration_sec,contacts_count,subscribed
242,3,5,5,702,1,false
243,3,5,5,151,1,false
244,3,5,5,117,1,false
245,3,5,5,232,3,false
246,3,5,5,408,2,false
247,3,5,5,179,2,false
248,3,5,5,39,1,false
249,3,5,5,282,1,false
250,3,5,5,714,2,false
251,3,5,5,50,1,false
252,3,5,5,181,1,false
253,3,5,5,142,1,false
254,3,5,5,227,1,false
255,3,5,5,119,1,false
256,3,5,5,361,1,false
257,3,5,5,73,3,false
258,3,5,5,67,2,false
259,3,5,5,350,1,false
260,3,5,5,332,2,false
261,3,5,5,611,2,false
262,3,5,5,113,2,false
263,3,5,5,132,1,false
264,3,5,5,58,3,false
265,3,5,5,151,1,false
266,3,5,5,89,2,false
267,3,5,5,152,1,false
268,3,5,5,611,2,false
269,3,5,5,110,2,false
270,3,5,5,463,1,false
271,3,5,5,562,2,true
272,3,5,5,962,1,false
273,3,5,5,10,4,false
274,3,5,5,118,3,false
275,3,5,5,92,2,false
276,3,5,5,143,3,false
277,3,5,5,189,3,false
278,3,5,5,234,2,false
279,3,5,5,75,2,false
280,3,5,5,189,2,false
281,3,5,5,621,3,false
282,3,5,5,55,2,false
283,3,5,5,310,4,false
284,3,5,5,156,2,false
285,3,5,5,5,2,false
286,3,5,5,225,2,false
287,3,5,5,125,2,false
288,3,5,5,2,3,false
289,3,5,5,286,2,false
290,3,5,5,164,2,false
291,3,5,5,98,2,false
292,3,5,5,742,2,false
293,3,5,5,226,3,false
294,3,5,5,120,2,false
295,3,5,5,362,4,false
296,3,5,5,357,2,false
297,3,5,5,200,2,false
298,3,5,5,204,2,false
299,3,5,5,126,3,false
300,3,5,5,65,2,false
301,3,5,5,107,2,false
302,3,5,5,267,2,false
303,3,5,5,248,2,false
304,3,5,5,215,2,false
305,3,5,5,209,2,false
306,3,5,5,205,2,false
307,3,5,5,83,2,false
308,3,5,5,106,3,false
309,3,5,5,189,2,false
310,3,5,5,105,2,false
311,3,5,5,106,2,false
312,3,5,5,108,2,false
313,3,5,5,311,2,false
314,3,5,5,214,2,false
315,3,5,5,132,2,false
316,3,5,5,358,2,false
317,3,5,5,453,2,false
318,3,5,5,364,2,false
319,3,5,5,136,2,false
320,3,5,5,386,2,false
321,3,5,5,173,2,false
322,3,5,5,241,2,false
323,3,5,5,224,3,false
324,3,5,5,148,2,false
325,3,5,5,196,2,false
326,3,5,5,111,4,false
327,3,5,5,231,3,false
328,3,5,5,316,3,false
329,3,5,5,216,3,false
330,3,5,5,240,2,false
331,3,5,5,669,3,false
332,3,5,5,425,2,false
333,3,5,5,143,2,false
334,3,5,5,174,5,false
335,3,5,5,313,3,false
336,3,5,5,135,4,false
337,3,5,5,146,2,false
338,3,5,5,152,2,false
339,3,5,5,402,3,false
340,3,5,5,213,2,false
341,3,5,5,144,3,false
342,3,5,5,124,3,false
343,3,5,5,183,2,false
344,3,5,5,325,2,false
345,3,5,5,39,4,false
346,3,5,5,503,2,false
347,3,5,5,95,4,false
348,3,5,5,680,2,false
349,3,5,5,421,4,false
350,3,5,5,174,3,false
351,3,5,5,113,2,false
352,3,5,5,808,2,false
353,3,5,5,198,3,false
354,3,5,5,195,2,false
355,3,5,5,347,3,false
356,3,5,5,208,2,false
357,3,5,5,404,4,false
358,3,5,5,396,2,false
359,3,5,5,216,4,false
360,3,5,5,98,2,false
361,3,5,5,350,2,false
362,3,6,5,114,2,false
363,3,6,5,88,3,false
364,3,6,5,379,2,false
365,3,6,5,190,3,false
366,3,6,5,158,1,false
367,3,6,5,102,1,false
368,3,6,5,306,1,false
369,3,6,5,218,1,false
370,3,6,5,54,1,false
371,3,6,5,344,1,false
372,3,6,5,195,1,false
373,3,6,5,652,1,false
374,3,6,5,286,1,false
375,3,6,5,189,1,false
376,3,6,5,83,1,false
377,3,6,5,184,2,false
378,3,6,5,235,1,false
379,3,6,5,290,1,false
380,3,6,5,232,1,false
381,3,6,5,133,1,false
382,3,6,5,318,1,false
383,3,6,5,260,3,false
384,3,6,5,437,1,false
385,3,6,5,402,1,false
386,3,6,5,85,1,false
387,3,6,5,125,1,false
388,3,6,5,501,4,false
389,3,6,5,1201,1,true
390,3,6,5,253,1,false
391,3,6,5,1030,1,true
392,3,6,5,149,1,false
393,3,6,5,114,1,false
394,3,6,5,243,1,false
395,3,6,5,769,2,false
396,3,6,5,135,3,false
397,3,6,5,231,1,false
398,3,6,5,76,1,false
399,3,6,5,199,1,false
400,3,6,5,152,1,false
401,3,6,5,124,1,false
402,3,6,5,424,1,false
403,3,6,5,43,1,false
404,3,6,5,154,1,false
405,3,6,5,203,2,false
406,3,6,5,326,1,false
407,3,6,5,393,1,false
408,3,6,5,241,3,false
409,3,6,5,483,1,false
410,3,6,5,259,1,false
411,3,6,5,227,1,false
412,3,6,5,673,1,false
413,3,6,5,576,1,false
414,3,6,5,180,2,false
415,3,6,5,168,2,false
416,3,6,5,90,1,false
417,3,6,5,505,1,false
418,3,6,5,245,1,false
419,3,6,5,186,1,false
420,3,6,5,623,1,false
421,3,6,5,496,3,false
422,3,6,5,118,1,false
423,3,6,5,342,1,false
424,3,6,5,225,1,false
425,3,6,5,185,3,false
426,3,6,5,196,2,false
427,3,6,5,276,1,false
428,3,6,5,76,1,false
429,3,6,5,87,1,false
430,3,6,5,195,1,false
431,3,6,5,744,1,false
432,3,6,5,765,1,false
433,3,6,5,262,1,false
434,3,6,5,119,1,false
435,3,6,5,198,2,false
436,3,6,5,150,1,false
437,3,6,5,241,1,false
438,3,6,5,181,1,false
439,3,6,5,196,1,false
440,3,6,5,149,1,false
441,3,6,5,246,1,false
442,3,6,5,112,1,false
443,3,6,5,309,2,false
444,3,6,5,278,1,false
445,3,6,5,140,1,false
446,3,6,5,136,1,false
447,3,6,5,1623,1,true
448,3,6,5,101,1,false
449,3,6,5,144,1,false
450,3,6,5,238,1,false
451,3,6,5,354,1,false
452,3,6,5,79,1,false
453,3,6,5,187,1,false
454,3,6,5,451,2,false
455,3,6,5,159,1,false
456,3,6,5,409,1,false
457,3,6,5,170,1,false
458,3,6,5,608,1,true
459,3,6,5,243,1,false
460,3,6,5,145,2,false
461,3,6,5,112,1,false
462,3,6,5,262,2,false
463,3,6,5,124,1,false
464,3,6,5,53,1,false
465,3,6,5,134,1,false
466,3,6,5,204,4,false
467,3,6,5,186,1,false
468,3,6,5,678,1,false
469,3,6,5,182,1,false
470,3,6,5,162,1,false
471,3,6,5,27,1,false
472,3,6,5,699,3,false
473,3,6,5,43,1,false
474,3,6,5,97,1,false
475,3,6,5,1677,1,true
476,3,6,5,283,2,false
477,3,6,5,323,1,false
478,3,6,5,82,1,false
479,3,6,5,310,1,false
480,3,6,5,185,1,false
481,3,6,5,47,1,false
482,3,6,5,145,1,false
483,3,6,5,204,1,false
484,3,6,5,187,1,false
485,3,6,5,30,2,false
486,3,6,5,472,1,false
487,3,6,5,448,1,false
488,3,6,5,264,1,false
489,3,6,5,169,1,false
490,3,6,5,288,1,false
491,3,6,5,176,2,false
492,3,6,5,215,1,false
493,3,6,5,337,1,false
494,3,6,5,278,1,false
495,3,6,5,188,2,false
496,3,6,5,174,2,false
497,3,6,5,226,2,false
498,3,6,5,190,1,false
499,3,6,5,111,2,false
500,3,6,5,164,1,false
501,3,6,5,157,2,false
502,3,6,5,46,1,false
503,3,6,5,374,1,false
504,3,6,5,349,1,false
505,3,6,5,325,1,false
506,3,6,5,233,2,false
507,3,6,5,531,1,false
508,3,6,5,153,1,false
509,3,6,5,80,1,false
510,3,6,5,232,1,false
511,3,6,5,118,1,false
512,3,6,5,190,1,false
513,3,6,5,918,1,true
514,3,6,5,238,1,false
515,3,6,5,82,1,false
516,3,6,5,198,3,false
517,3,6,5,160,2,false
518,3,6,5,211,1,false
519,3,6,5,120,1,false
520,3,6,5,136,1,false
521,3,6,5,269,1,false
522,3,6,5,157,1,false
523,3,6,5,128,1,false
524,3,6,5,211,1,false
525,3,6,5,267,2,false
526,3,6,5,371,2,false
527,3,6,5,288,2,false
528,3,6,5,221,1,false
529,3,6,5,427,1,false
530,3,6,5,310,1,false
531,3,6,5,158,1,false
532,3,6,5,604,3,false
533,3,6,5,198,1,false
534,3,6,5,145,1,false
535,3,6,5,247,1,false
536,3,6,5,179,2,false
537,3,6,5,73,1,false
538,3,6,5,263,2,false
539,3,6,5,13,1,false
540,3,6,5,79,2,false
541,3,6,5,416,1,false
542,3,6,5,162,1,false
543,3,6,5,129,1,false
544,3,6,5,150,1,false
545,3,6,5,43,1,false
546,3,6,5,191,1,false
547,3,6,5,26,1,false
548,3,6,5,250,1,false
549,3,6,5,146,1,false
550,3,6,5,416,1,false
551,3,6,5,121,2,false
552,3,6,5,114,2,false
553,3,6,5,289,1,false
554,3,6,5,225,1,false
555,3,6,5,123,1,false
556,3,6,5,130,2,false
557,3,6,5,161,2,false
558,3,6,5,149,2,false
559,3,6,5,268,2,false
560,3,6,5,259,2,false
561,3,6,5,26,1,false
562,3,6,5,153,1,false
563,3,6,5,424,2,false
564,3,6,5,179,2,false
565,3,6,5,97,1,false
566,3,6,5,383,1,false
567,3,6,5,440,1,false
568,3,6,5,23,1,false
569,3,6,5,195,1,false
570,3,6,5,1297,3,true
571,3,6,5,87,1,false
572,3,6,5,427,1,false
573,3,6,5,189,1,false
574,3,6,5,195,1,false
575,3,6,5,179,1,false
576,3,6,5,179,1,false
577,3,6,5,69,1,false
578,3,6,5,105,2,false
579,3,6,5,266,3,false
580,3,6,5,524,2,false
581,3,6,5,96,2,false
582,3,6,5,155,2,false
583,3,6,5,162,2,false
584,3,6,5,352,2,false
585,3,6,5,76,4,false
586,3,6,5,154,2,false
587,3,6,5,310,2,false
588,3,6,5,390,3,false
589,3,6,5,369,1,false
590,3,6,5,112,2,false
591,3,6,5,341,3,false
592,3,6,5,79,1,false
593,3,6,5,140,2,false
594,3,6,5,315,1,false
595,3,6,5,262,2,false
596,3,6,5,174,2,false
597,3,6,5,138,3,false
598,3,6,5,526,2,false
599,3,6,5,135,1,false
600,3,6,5,36,5,false
601,3,6,5,1906,3,false
602,3,6,5,219,2,false
603,3,6,5,147,2,false
604,3,6,5,407,2,false
605,3,6,5,121,1,false
606,3,6,5,209,1,false
607,3,6,5,92,2,false
608,3,6,5,208,1,false
609,3,6,5,193,1,false
610,3,6,5,144,1,false
611,3,6,5,65,1,false
612,3,6,5,339,1,false
613,3,6,5,285,1,false
614,3,6,5,231,1,false
615,3,6,5,168,1,false
616,3,6,5,278,1,false
617,3,6,5,389,1,false
618,3,6,5,158,1,false
619,3,6,5,145,2,false
620,3,6,5,78,2,false
621,3,6,5,142,3,false
622,3,6,5,87,1,false
623,3,6,5,147,2,false
624,3,6,5,289,1,false
625,3,6,5,703,1,true
626,3,6,5,170,3,false
627,3,6,5,802,1,false
628,3,6,5,381,2,false
629,3,6,5,218,4,false
630,3,6,5,57,2,false
631,3,6,5,304,2,false
632,3,6,5,241,3,false
633,3,6,5,230,1,false
634,3,6,5,262,3,false
635,3,6,5,392,2,false
636,3,6,5,201,2,false
637,3,6,5,145,1,false
638,3,6,5,252,1,false
639,3,6,5,235,4,false
640,3,6,5,235,2,false
641,3,6,5,328,2,false
642,3,6,5,116,2,false
643,3,6,5,246,1,false
644,3,6,5,293,1,false
645,3,6,5,37,2,false
646,3,6,5,132,2,false
647,3,6,5,530,2,false
648,3,6,5,175,3,false
649,3,6,5,524,2,false
650,3,6,5,29,3,false
651,3,6,5,311,2,false
652,3,6,5,211,2,false
653,3,6,5,312,3,false
654,3,6,5,412,1,false
655,3,6,5,392,1,false
656,3,6,5,191,1,false
657,3,6,5,284,2,false
658,3,6,5,144,1,false
659,3,6,5,328,1,false
660,3,6,5,100,1,false
661,3,6,5,226,1,false
662,3,6,5,507,1,false
663,3,6,5,392,1,false
664,3,6,5,684,2,false
665,3,6,5,333,2,false
666,3,6,5,311,3,false
667,3,6,5,128,2,false
668,3,6,5,322,2,false
669,3,6,5,202,4,false
670,3,6,5,92,2,false
671,3,6,5,739,3,false
672,3,6,5,273,2,false
673,3,6,5,260,3,false
674,3,6,5,268,2,false
675,3,6,5,396,2,false
676,3,6,5,262,1,false
677,3,6,5,308,3,false
678,3,6,5,467,2,false
679,3,6,5,320,1,false
680,3,6,5,160,3,false
681,3,6,5,245,2,false
682,3,6,5,189,2,false
683,3,6,5,477,1,false
684,3,6,5,310,1,false
685,3,6,5,65,3,false
686,3,6,5,196,2,false
687,3,6,5,221,2,false
688,3,6,5,197,2,false
689,3,6,5,221,2,false
690,3,6,5,64,2,false
691,3,6,5,75,2,false
692,3,6,5,400,2,false
693,3,6,5,378,3,false
694,3,6,5,118,2,false
695,3,6,5,1597,2,true
696,3,6,5,346,2,false
697,3,6,5,60,3,false
698,3,6,5,276,2,false
699,3,6,5,152,2,false
700,3,6,5,251,3,false
701,3,6,5,390,2,false
702,3,6,5,306,2,false
703,3,6,5,189,3,false
704,3,6,5,125,2,false
705,3,6,5,234,2,false
706,3,6,5,79,2,false
707,3,6,5,13,6,false
708,3,6,5,283,3,false
709,3,6,5,109,2,false
710,3,6,5,132,2,false
711,3,6,5,144,2,false
712,3,6,5,121,2,false
713,3,6,5,95,3,false
714,3,6,5,31,3,false
715,3,6,5,112,3,false
716,3,6,5,87,4,false
717,3,6,5,593,2,false
718,3,6,5,99,2,false
719,3,6,5,198,2,false
720,3,6,5,285,2,false
721,3,6,5,190,3,false
722,3,6,5,172,5,false
723,3,6,5,213,3,false
724,3,6,5,178,2,false
725,3,6,5,174,2,false
726,3,6,5,631,2,false
727,3,6,5,176,5,false
728,3,6,5,32,3,false
729,3,6,5,1529,2,false
730,3,6,5,254,2,false
731,3,6,5,200,2,false
732,3,6,5,135,2,false
733,3,6,5,112,4,false
734,3,6,5,314,3,false
735,3,6,5,597,3,false
736,3,6,5,207,3,false
737,3,6,5,410,2,false
738,3,6,5,160,3,false
739,3,6,5,42,3,false
740,3,6,5,55,2,false
741,3,6,5,155,2,false
742,3,6,5,336,3,false
743,3,6,5,233,2,false
744,3,6,5,211,2,false
745,3,6,5,88,5,false
746,3,6,5,208,3,false
747,3,6,5,305,2,false
748,3,6,5,206,2,false
749,3,6,5,128,2,false
750,3,6,5,122,3,false
751,3,6,5,66,3,false
752,3,6,5,66,2,false
753,3,6,5,164,2,false
754,3,6,5,343,3,false
755,3,6,5,126,2,false
756,3,6,5,59,3,false
757,3,6,5,249,3,false
758,3,6,5,406,3,false
759,3,6,5,250,7,false
760,3,6,5,183,5,false
761,3,6,5,190,3,false
762,3,6,5,220,2,false
763,3,6,5,153,3,false
764,3,6,5,95,2,false
765,3,6,5,191,3,false
766,3,6,5,216,2,false
767,3,7,5,89,2,false
768,3,7,5,51,3,false
769,3,7,5,169,3,false
770,3,7,5,148,3,false
771,3,7,5,132,3,false
772,3,7,5,117,3,false
773,3,7,5,275,4,false
774,3,7,5,124,2,false
775,3,7,5,118,3,false
776,3,7,5,479,2,false
777,3,7,5,285,3,false
778,3,7,5,35,4,false
779,3,7,5,322,2,false
780,3,7,5,202,2,false
781,3,7,5,172,8,false
782,3,7,5,201,4,false
783,3,7,5,216,3,false
784,3,7,5,195,2,false
785,3,7,5,96,2,false
786,3,7,5,720,2,false
787,3,7,5,188,2,false
788,3,7,5,70,2,false
789,3,7,5,141,3,false
790,3,7,5,106,1,false
791,3,7,5,395,2,false
792,3,7,5,629,2,false
793,3,7,5,502,1,false
794,3,7,5,446,1,false
795,3,7,5,241,1,false
796,3,7,5,131,3,false
797,3,7,5,312,1,false
798,3,7,5,275,6,false
799,3,7,5,120,2,false
800,3,7,5,333,4,false
801,3,7,5,113,1,false
802,3,7,5,91,1,false
803,3,7,5,128,3,false
804,3,7,5,200,2,false
805,3,7,5,326,1,false
806,3,7,5,292,1,false
807,3,7,5,68,1,false
808,3,7,5,215,1,false
809,3,7,5,97,1,false
810,3,7,5,32,1,false
811,3,7,5,162,1,false
812,3,7,5,152,3,false
813,3,7,5,268,1,false
814,3,7,5,104,2,false
815,3,7,5,852,1,false
816,3,7,5,923,3,false
817,3,7,5,159,2,false
818,3,7,5,953,3,false
819,3,7,5,416,2,false
820,3,7,5,174,1,false
821,3,7,5,180,1,false
822,3,7,5,139,1,false
823,3,7,5,294,1,false
824,3,7,5,102,1,false
825,3,7,5,124,1,false
826,3,7,5,128,1,false
827,3,7,5,130,1,false
828,3,7,5,143,1,false
829,3,7,5,74,1,false
830,3,7,5,105,2,false
831,3,7,5,477,2,false
832,3,7,5,158,1,false
833,3,7,5,250,1,false
834,3,7,5,168,1,false
835,3,7,5,520,1,false
836,3,7,5,171,1,false
837,3,7,5,113,1,false
838,3,7,5,254,1,false
839,3,7,5,149,1,false
840,3,7,5,133,2,false
841,3,7,5,293,3,false
842,3,7,5,485,1,false
843,3,7,5,374,1,false
844,3,7,5,425,6,false
845,3,7,5,207,1,false
846,3,7,5,83,3,false
847,3,7,5,228,1,false
848,3,7,5,149,1,false
849,3,7,5,139,1,false
850,3,7,5,732,2,true
851,3,7,5,142,1,false
852,3,7,5,359,1,false
853,3,7,5,112,1,false
854,3,7,5,1521,1,false
855,3,7,5,216,1,false
856,3,7,5,161,1,false
857,3,7,5,122,2,false
858,3,7,5,800,1,false
859,3,7,5,615,1,false
860,3,7,5,254,1,false
861,3,7,5,111,1,false
862,3,7,5,354,1,false
863,3,7,5,359,1,false
864,3,7,5,97,1,false
865,3,7,5,327,3,false
866,3,7,5,236,1,false
867,3,7,5,160,1,false
868,3,7,5,180,1,false
869,3,7,5,184,1,false
870,3,7,5,227,1,false
871,3,7,5,109,1,false
872,3,7,5,492,2,false
873,3,7,5,298,1,false
874,3,7,5,83,2,false
875,3,7,5,241,2,false
876,3,7,5,204,2,false
877,3,7,5,131,1,false
878,3,7,5,1138,1,true
879,3,7,5,123,1,false
880,3,7,5,125,1,false
881,3,7,5,295,2,false
882,3,7,5,287,1,false
883,3,7,5,109,1,false
884,3,7,5,140,2,false
885,3,7,5,204,1,false
886,3,7,5,233,1,false
887,3,7,5,254,1,false
888,3,7,5,184,2,false
889,3,7,5,193,1,false
890,3,7,5,126,1,false
891,3,7,5,230,1,false
892,3,7,5,591,1,true
893,3,7,5,294,1,false
894,3,7,5,173,1,false
895,3,7,5,336,1,false
896,3,7,5,19,1,false
897,3,7,5,153,1,false
898,3,7,5,786,1,true
899,3,7,5,99,2,false
900,3,7,5,243,1,false
901,3,7,5,260,1,false
902,3,7,5,164,2,false
903,3,7,5,255,2,false
904,3,7,5,47,1,false
905,3,7,5,463,1,false
906,3,7,5,192,1,false
907,3,7,5,388,7,false
908,3,7,5,221,1,false
909,3,7,5,126,5,false
910,3,7,5,175,5,false
911,3,7,5,256,6,false
912,3,7,5,202,2,false
913,3,7,5,104,1,false
914,3,7,5,283,2,false
915,3,7,5,448,1,false
916,3,7,5,127,1,false
917,3,7,5,378,1,false
918,3,7,5,67,1,false
919,3,7,5,221,2,false
920,3,7,5,150,1,false
921,3,7,5,144,2,false
922,3,7,5,296,2,false
923,3,7,5,401,2,false
924,3,7,5,435,2,false
925,3,7,5,388,1,false
926,3,7,5,245,1,false
927,3,7,5,143,1,false
928,3,7,5,223,2,false
929,3,7,5,423,1,false
930,3,7,5,231,1,false
931,3,7,5,634,2,false
932,3,7,5,107,1,false
933,3,7,5,227,1,false
934,3,7,5,69,1,false
935,3,7,5,799,1,false
936,3,7,5,109,1,false
937,3,7,5,127,1,false
938,3,7,5,120,1,false
939,3,7,5,68,3,false
940,3,7,5,180,2,false
941,3,7,5,112,3,false
942,3,7,5,444,1,false
943,3,7,5,246,2,false
944,3,7,5,259,4,false
945,3,7,5,223,3,false
946,3,7,5,566,2,false
947,3,7,5,274,2,false
948,3,7,5,49,3,false
949,3,7,5,380,2,false
950,3,7,5,138,1,false
951,3,7,5,376,2,false
952,3,7,5,421,2,false
953,3,7,5,121,2,false
954,3,7,5,36,1,false
955,3,7,5,328,2,false
956,3,7,5,19,1,false
957,3,7,5,866,2,false
958,3,7,5,229,3,false
959,3,7,5,154,2,false
960,3,7,5,56,1,false
961,3,7,5,1581,2,false
962,3,7,5,117,1,false
963,3,7,5,185,1,false
964,3,7,5,202,1,false
965,3,7,5,279,1,false
966,3,7,5,180,5,false
967,3,7,5,218,4,false
968,3,7,5,129,5,false
969,3,7,5,530,2,false
970,3,7,5,104,2,false
971,3,7,5,60,1,false
972,3,7,5,432,1,false
973,3,7,5,113,1,false
974,3,7,5,516,1,false
975,3,7,5,179,2,false
976,3,7,5,125,2,false
977,3,7,5,386,2,false
978,3,7,5,262,2,false
979,3,7,5,396,2,false
980,3,7,5,294,2,false
981,3,7,5,171,2,false
982,3,7,5,614,2,false
983,3,7,5,118,3,false
984,3,7,5,485,4,false
985,3,7,5,406,2,false
986,3,7,5,287,1,false
987,3,7,5,216,2,false
988,3,7,5,650,1,false
989,3,7,5,55,1,false
990,3,7,5,371,2,false
991,3,7,5,166,1,false
992,3,7,5,48,1,false
993,3,7,5,72,1,false
